DR19;annee;0-4ansH;0-4ansF;5-9ansH;5-9ansF;10-14ansH;10-14ansF;15-19ansH;15-19ansF;20-24ansH;20-24ansF;25-29ansH;25-29ansF;30-34ansH;30-34ansF;35-39ansH;35-39ansF;40-44ansH;40-44ansF;45-49ansH;45-49ansF;50-54ansH;50-54ansF;55-59ansH;55-59ansF;60-64ansH;60-64ansF;65-69ansH;65-69ansF;70-74ansH;70-74ansF;75-79ansH;75-79ansF;80-84ansH;80-84ansF;85-89ansH;85-89ansF;90-94ansH;90-94ansF;95+H;95+F;Y_LT5;Y5-9;Y10-14;Y15-19;Y20-24;Y25-29;Y30-34;Y35-39;Y40-44;Y45-49;Y50-54;Y55-59;Y60-64;Y65-69;Y70-74;Y75-79;Y80-84;Y85-89;YGE90
28;2018;;;14530,58389;13841,9351;14802,73053;14336,34433;13714,489;12166,66204;9513,664662;8860,31947;10983,57351;11059,79554;12277,62971;13169,76011;12729,56473;13336,2552;14017,5287;14343,50041;15281,0368;14961,5204;14780,24388;14885,58735;14126,30847;14854,82057;13375,73541;14163,42634;13723,31345;13842,38519;8685,876271;9749,972051;6161,315468;7647,074354;5108,00565;7388,414174;3370,432192;5772,883715;1355,928454;3346,590264;390,5291935;1169,958661;0;28372,51899;29139,07486;25881,15104;18373,98413;22043,36905;25447,38982;26065,81993;28361,02911;30242,5572;29665,83123;28981,12904;27539,16175;27565,69864;18435,84832;13808,38982;12496,41982;9143,315907;6263,006573
29;2018;;;26524,07342;25336,93288;27827,74976;26674,10204;29560,89758;27580,64659;24888,88517;20874,98119;22293,65688;21175,71792;24130,37506;24390,11495;26130,09852;25381,6511;28575,25858;27684,07107;30550,80677;30929,67109;31457,85395;31583,85588;30913,91876;31769,69123;30381,78283;32399,62848;30075,33381;33720,9461;19869,97093;23537,96168;14620,49604;19833,1729;11534,20817;19528,37532;6995,925303;14684,86646;2527,831106;7516,961697;417,2058066;2110,588343;0;51861,0063;54501,8518;57141,54417;45763,86636;43469,3748;48520,49001;51511,74962;56259,32965;61480,47786;63041,70983;62683,60999;62781,41131;63796,27991;43407,93261;34453,66894;31062,58349;21680,79176;12572,58695
30;2018;;;21991,11826;21826,97993;23252,63058;22421,97341;23715,26836;21385,15968;18510,09671;16624,25711;17696,14868;18644,93054;19986,95233;21073,46733;20397,2221;22373,36317;21553,54528;22983,15201;24960,8639;25333,50251;24620,97265;27141,26381;24290,02529;27028,76316;24368,55643;25425,62008;25091,67024;27588,44117;18727,95766;21946,89243;12686,93943;15023,27496;9197,474452;13351,26181;6329,626216;10513,12059;2484,722514;6033,283132;483,4788182;1728,451806;0;43818,09819;45674,60399;45100,42804;35134,35382;36341,07922;41060,41966;42770,58527;44536,69729;50294,36641;51762,23646;51318,78845;49794,17651;52680,11141;40674,85009;27710,21439;22548,73626;16842,74681;10729,93627
31;2018;;;42410,06587;40241,77954;40629,04099;39294,60253;44835,43779;45696,19617;52179,08024;52787,78734;48026,90809;48112,64783;47476,41877;48856,21485;48021,12196;46228,72832;45208,26855;45575,64236;45985,48368;46428,80305;45575,61158;46554,16142;39889,77889;41295,83711;33734,22217;36891,30702;31879,68286;36357,60023;23729,42108;28175,72742;16449,80728;20495,1878;13294,16421;18587,4885;8723,672934;15277,96394;3279,711477;8389,379304;796,7134778;2684,633751;0;82651,84541;79923,64352;90531,63396;104966,8676;96139,55592;96332,63362;94249,85028;90783,91091;92414,28673;92129,773;81185,616;70625,52919;68237,28309;51905,1485;36944,99508;31881,65271;24001,63687;15150,43801
32;2018;;;5197,96098;4960,927076;5575,768964;5187,632167;5157,397915;4730,451369;3573,617781;2963,796359;3608,374734;3694,210307;4421,312857;4621,461266;4811,254109;4809,782831;5522,633816;5620,198601;6498,923059;6677,793973;7237,415002;6934,371024;7038,581259;7541,060091;7456,331168;7383,67398;7314,410778;7596,293887;5380,137067;5594,661138;3870,281153;4568,106554;3614,556006;4374,308164;2303,856143;3941,685045;967,4653756;1972,054123;234,2860043;652,3354592;0;10158,88806;10763,40113;9887,849284;6537,41414;7302,585041;9042,774123;9621,03694;11142,83242;13176,71703;14171,78603;14579,64135;14840,00515;14910,70467;10974,79821;8438,387707;7988,86417;6245,541188;3826,140962
33;2018;;;48854,18025;46797,72309;48568,78093;46304,29074;51664,98794;50430,19466;51960,36261;53815,26178;47320,7089;49039,4751;48478,87789;51019,28622;50996,92648;53481,95772;53748,68164;54200,18506;54794,80145;56797,94351;49772,13747;53811,01826;46799,42231;50847,37737;43174,80266;49803,77565;45166,90793;52586,75119;31312,95199;36936,71254;20976,11572;26052,09852;16982,26367;24882,51914;10363,53427;20373,37892;4536,758016;11688,85998;946,4729995;3869,694001;0;95651,90334;94873,07167;102095,1826;105775,6244;96360,184;99498,16411;104478,8842;107948,8667;111592,745;103583,1557;97646,79968;92978,57831;97753,65912;68249,66453;47028,21424;41864,78281;30736,91319;21041,785
34;2018;;;34140,89124;31719,6712;33934,04079;32379,53588;36563,57632;35309,46706;37779,37437;38840,44264;33638,67606;34453,94108;32808,40348;36017,67311;33960,49857;36121,73407;34670,70358;36258,5216;37141,8099;38654,6805;35998,45666;38702,24134;32681,81127;37453,15218;32710,79123;37534,51744;33975,36209;40135,56099;27148,38473;31586,35798;18235,14649;22008,41651;14169,95996;19803,20006;8888,629421;15553,17777;3634,342348;8627,927027;734,7288711;2726,827737;0;65860,56244;66313,57667;71873,04338;76619,81701;68092,61714;68826,07659;70082,23264;70929,22518;75796,4904;74700,698;70134,96345;70245,30867;74110,92308;58734,74271;40243,563;33973,16002;24441,80719;15723,82598
35;2018;;;36057,52694;34008,21492;36403,9521;34150,41181;37467,72074;36288,76932;35594,57018;35466,77346;32285,51653;31533,36968;32114,69813;33300,51343;34523,47134;34523,42958;36071,57015;35163,53866;36528,80969;37609,87382;34936,03491;33548,49188;31189,18846;32216,40469;27715,92622;29285,83775;27674,07912;31831,51652;18474,0352;22071,48555;13712,74037;17472,34814;11004,4358;16781,81474;6871,185758;13036,54079;2564,699723;7305,310402;447,6273714;2257,532781;0;70065,74186;70554,36391;73756,49006;71061,34364;63818,88621;65415,21156;69046,90092;71235,10881;74138,68351;68484,52679;63405,59315;57001,76397;59505,59564;40545,52075;31185,08851;27786,25054;19907,72655;12575,17028
36;2018;;;5408,36125;5475,117638;6039,56461;6164,163317;6029,995933;5919,567575;4718,777869;3871,966241;4594,727752;4707,045146;4998,409814;5326,714154;4864,5958;5266,011289;6568,477442;6540,911371;7610,760003;7716,345987;7749,681272;7610,527468;7979,085389;8428,639462;8218,884443;8454,238426;8631,364276;8854,11914;6057,594865;6601,62509;4547,599117;5469,265796;3725,758227;5681,619769;2397,668968;4359,355374;969,8273523;2465,00167;208,9073071;818,5914221;0;10883,47889;12203,72793;11949,56351;8590,74411;9301,772898;10325,12397;10130,60709;13109,38881;15327,10599;15360,20874;16407,72485;16673,12287;17485,48342;12659,21996;10016,86491;9407,377996;6757,024342;4462,327752
37;2018;;;18258,55013;18052,27318;18338,43759;17442,97109;19304,25218;20637,70193;16364,86884;17516,77364;16557,23637;16683,08579;17374,46613;17982,01771;17429,78309;17959,01472;18829,27345;18895,6256;19751,02252;20362,66636;19821,43528;20482,73224;18993,231;19868,61306;18385,15865;20404,85294;18298,46373;20345,70008;12607,33647;15236,6441;9244,291257;11621,78786;7690,636286;11512,13273;5055,257812;8817,643688;2010,147043;5247,8411;468,6982128;1732,5964;0;36310,82331;35781,40868;39941,95411;33881,64248;33240,32216;35356,48384;35388,79781;37724,89905;40113,68888;40304,16752;38861,84406;38790,01159;38644,16381;27843,98057;20866,07912;19202,76902;13872,9015;9459,282756
38;2018;;;43072,89285;40669,55327;42899,23743;41082,93094;42590,62983;40332,462;39103,83724;35767,69433;35514,63534;34988,77275;37058,16674;39404,09808;38520,5786;40632,34158;41343,95935;41050,79165;44841,38013;44271,91417;43236,95784;42711,63729;38475,27906;40038,63901;34072,96636;37958,75816;33094,48144;36358,14006;24785,22595;28842,09613;17751,94329;21767,04253;13650,59164;19165,85534;7847,669375;14495,67982;3004,926671;7837,73901;651,8986656;2431,14857;0;83742,44612;83982,16837;82923,09183;74871,53157;70503,40809;76462,26482;79152,92018;82394,751;89113,2943;85948,59513;78513,91807;72031,72452;69452,6215;53627,32208;39518,98582;32816,44698;22343,3492;13925,71292
39;2018;;;7809,687382;7335,71351;8626,915758;7940,884799;8073,206885;6961,530872;5324,298727;5100,152908;6261,258525;6379,617008;6987,386791;7152,124684;7410,345055;7703,957145;7918,927474;7856,358246;8813,103804;8628,934046;9446,097329;9705,927519;8535,191054;9073,650075;8307,262326;8625,251681;8835,659186;9437,143695;6518,648302;7165,613792;4137,073566;5133,018729;3418,095604;4966,417057;2424,440312;4564,016794;1053,195316;2619,578739;221,3095354;677,3162818;0;15145,40089;16567,80056;15034,73776;10424,45164;12640,87553;14139,51148;15114,3022;15775,28572;17442,03785;19152,02485;17608,84113;16932,51401;18272,80288;13684,26209;9270,092295;8384,512661;6988,457106;4571,399872
40;2018;;;11900,99662;11234,46796;11950,80984;11344,24682;11248,34643;10232,71;8587,567717;7247,444295;9228,926006;9126,427032;10136,48122;10844,73104;11934,92426;12259,651;12634,08881;13252,54877;14201,51004;14139,08351;14579,17898;15120,03413;14044,4088;14528,16149;13786,26181;15564,15236;15482,15808;16097,61295;10653,60329;11685,434;7182,191413;9098,800809;6148,821123;8507,981146;3595,656024;6883,172012;1544,920402;3829,781405;294,0303347;1016,503122;0;23135,46458;23295,05666;21481,05643;15835,01201;18355,35304;20981,21226;24194,57526;25886,63758;28340,59355;29699,21311;28572,57029;29350,41417;31579,77103;22339,03729;16280,99222;14656,80227;10478,82804;6685,235264
41;2018;;;10121,80542;9339,573643;10441,06449;10609,27615;10073,5422;8867,92351;7025,510036;5896,085693;7838,65776;7827,014689;7977,022021;8498,604993;8706,96867;9475,182499;10029,69499;10370,59135;12069,75437;11354,41589;11313,16103;11549,51467;10821,79078;11739,45934;11411,30088;11675,93082;11627,16307;12058,01085;7432,894897;9015,834911;6236,143969;7415,818871;5017,265292;7075,880206;2999,667646;5479,797853;1401,834741;3155,730538;323,432995;1029,676649;0;19461,37906;21050,34064;18941,46571;12921,59573;15665,67245;16475,62701;18182,15117;20400,28634;23424,17026;22862,6757;22561,25012;23087,2317;23685,17392;16448,72981;13651,96284;12093,1455;8479,465499;5910,674923
42;2018;;;25334,33567;22696,17538;23978,20874;22783,27326;25113,80299;23540,18601;21689,61803;20715,08939;19297,84868;19620,55016;21459,4989;21386,86032;21445,55783;22559,13854;22991,12002;22847,32411;24854,72954;24917,00137;24848,44988;24916,42094;22518,3923;25272,0243;22522,91857;24110,18923;23283,3087;26410,67229;17393,81443;19423,55297;12310,0565;15547,99718;10177,13496;15471,49961;5940,642547;12059,3264;2521,620496;6816,885787;541,8940271;1904,644708;0;48030,51105;46761,482;48653,989;42404,70742;38918,39884;42846,35922;44004,69637;45838,44413;49771,73091;49764,87082;47790,4166;46633,1078;49693,98099;36817,3674;27858,05368;25648,63457;17999,96895;11785,04502
43;2018;;;6486,503684;6453,799006;7075,891201;7168,773958;7031,843733;5948,589996;4918,633978;4329,749162;5103,692198;5202,060415;5788,45967;5607,685146;6221,330575;5972,270725;6893,889044;7026,651401;8079,884093;7940,369913;8363,287324;8085,596576;8273,024956;8380,96815;8192,479558;7873,702321;8279,847166;8868,798339;5555,060877;6088,762463;3864,396068;4606,114042;3250,435128;4606,297956;1887,158286;4011,821665;785,6137274;2288,218555;152,3184991;610,7622972;0;12940,30269;14244,66516;12980,43373;9248,38314;10305,75261;11396,14482;12193,6013;13920,54045;16020,25401;16448,8839;16653,99311;16066,18188;17148,64551;11643,82334;8470,51011;7856,733084;5898,979951;3836,913079
44;2018;;;47749,77957;44828,83328;47482,30141;45015,27037;47060,68419;44777,09745;41373,00181;41472,30214;42356,70449;41517,43542;45193,69769;45830,92898;45392,08864;46503,87392;47016,8649;47418,76305;47722,10706;47419,65715;44402,91142;46001,06974;41235,11223;42849,25644;37444,11041;42452,03516;38734,15163;44276,31013;24757,58819;29412,36434;17355,48429;23935,13342;13882,27696;22026,8703;8445,758699;17163,15179;3249,151008;9716,673834;669,9686144;2924,940924;0;92578,61285;92497,57178;91837,78164;82845,30395;83874,13991;91024,62667;91895,96256;94435,62795;95141,76421;90403,98116;84084,36867;79896,14557;83010,46176;54169,95253;41290,61771;35909,14726;25608,91049;16560,73438
45;2018;;;23618,75052;21958,87298;23094,64599;22033,90566;22136,63378;20517,80817;18292,12575;17246,42269;18777,28687;18970,38708;19763,68855;21523,30148;20686,24955;21243,14167;20627,23627;21642,76292;23116,90882;23327,95801;22551,05946;22545,982;20819,63318;21920,15041;19563,60334;21115,6582;19787,57062;22174,99103;13585,14034;15498,31517;9424,206917;11690,06147;7940,475879;11485,01911;4800,914152;8579,173956;2102,530612;4942,461592;411,5636915;1605,607831;0;45577,6235;45128,55165;42654,44195;35538,54844;37747,67395;41286,99003;41929,39122;42269,99919;46444,86683;45097,04146;42739,78359;40679,26154;41962,56165;29083,45551;21114,26839;19425,49499;13380,08811;9062,163727
46;2018;;;4175,633044;4130,251904;4666,601668;4367,655439;4594,697383;4064,403645;3042,904493;2818,03697;3716,847849;3378,51107;3652,988171;3999,316195;4440,551397;4124,430882;4781,641368;4928,705611;5555,108859;5646,713761;5823,28395;6077,15822;5997,5348;6765,999396;7073,04005;7643,644887;7841,311048;7302,270335;5073,600551;5732,607869;4112,719352;4289,287073;2836,491437;4369,010806;1955,477398;3310,290546;1084,140987;2234,612836;183,0309206;625,3232744;0;8305,884948;9034,257107;8659,101028;5860,941463;7095,358919;7652,304366;8564,982279;9710,346979;11201,82262;11900,44217;12763,5342;14716,68494;15143,58138;10806,20842;8402,006425;7205,502243;5265,767944;4127,108018
47;2018;;;9595,521603;9283,551425;9596,768386;9233,983549;9597,367442;8935,092958;7020,113626;6630,273843;7359,321706;7115,750872;8100,250841;8736,981188;8743,288661;9573,245068;9301,747221;9917,184279;10602,92345;10516,22023;11578,2561;12124,94824;10807,166;12214,18859;11743,84836;12077,62616;11818,69446;12699,90753;8766,342734;10082,7286;6566,146648;7996,977666;5785,884141;7353,000455;3363,205481;6000,832949;1580,867668;3358,291643;357,6240126;1063,31804;0;18879,07303;18830,75194;18532,4604;13650,38747;14475,07258;16837,23203;18316,53373;19218,9315;21119,14368;23703,20434;23021,35459;23821,47452;24518,60199;18849,07133;14563,12431;13138,8846;9364,03843;6360,101364
48;2018;;;2142,187792;2114,099144;2071,065754;2048,429887;2159,740342;2068,611917;1680,973289;1737,592093;1849,439611;1649,068717;1921,782002;1880,044331;2160,242018;2343,171872;2174,339451;2149,393102;2869,811797;2537,511397;2688,540157;2669,090437;2738,996123;2734,955062;2879,541145;2705,692134;2972,014183;2857,340029;2048,14059;2144,850466;1369,315738;1622,896834;1242,548091;1513,645822;787,7943325;1239,774308;243,3245758;773,4443357;72,37297784;323,9878033;0;4256,286936;4119,495641;4228,352259;3418,565382;3498,508328;3801,826333;4503,41389;4323,732553;5407,323194;5357,630594;5473,951185;5585,233279;5829,354212;4192,991056;2992,212572;2756,193913;2027,568641;1413,129693
49;2018;;;27769,25792;26314,92962;28019,80054;26829,25025;28053,18858;27584,5771;23492,59753;23221,18905;21574,42368;22057,79716;23651,87191;24803,08811;24708,03501;24420,02273;25687,49889;25862,67381;26585,97964;25906,97721;25600,17055;25661,97442;24659,82734;26205,16977;23939,08521;25500,57927;22363,66861;24659,71189;15344,79667;17886,01387;11573,73535;14686,66221;9743,294567;13795,8781;5864,545142;11540,04256;2877,259765;6633,903554;589,1320139;2159,848654;0;54084,18754;54849,05079;55637,76568;46713,78658;43632,22084;48454,96002;49128,05774;51550,1727;52492,95685;51262,14497;50864,99711;49439,66448;47023,3805;33230,81054;26260,39756;23539,17267;17404,5877;12260,14399
50;2018;;;14468,97113;13693,27379;15494,71558;14879,7851;14539,58293;13081,69449;11452,45411;9851,558435;12481,91575;11650,51335;12865,77229;12656,07344;13205,36817;13704,97102;14114,52317;14558,94353;16102,37515;15931,50246;17633,11002;16956,84196;18093,85135;18116,30725;16918,0917;17624,05355;17566,34936;19447,3555;11545,96054;13000,02153;8466,534707;10917,42961;7681,075735;11502,66463;4712,827046;8707,291708;1882,955254;4902,78026;368,0289005;1455,507715;0;28162,24492;30374,50068;27621,27742;21304,01255;24132,4291;25521,84573;26910,33919;28673,4667;32033,87761;34589,95198;36210,1586;34542,14525;37013,70486;24545,98207;19383,96432;19183,74037;13420,11875;8609,27213
51;2018;;;17383,42335;17370,22479;17382,54;16921,08112;19736,70632;17947,91246;18693,32516;17969,243;17194,73538;17134,69731;17413,19361;17395,45012;16885,93619;17515,59938;17565,70121;17243,75513;18121,6866;18997,41887;18303,90404;19124,42922;17447,75367;19114,15248;15734,68273;18231,06546;17175,59839;18923,29295;10878,49249;12889,5554;7675,868045;9885,739801;6153,242712;9444,428811;3468,753397;6844,736138;1258,698583;4120,526997;324,9039458;1158,56494;0;34753,64814;34303,62112;37684,61878;36662,56816;34329,43269;34808,64373;34401,53557;34809,45634;37119,10547;37428,33326;36561,90615;33965,74819;36098,89134;23768,04789;17561,60785;15597,67152;10313,48954;6862,694466
52;2018;;;4713,448469;4277,402077;5068,528012;5168,684012;5035,490375;4502,430245;4248,395982;3392,175081;4729,633095;4394,217271;4766,680497;4189,887533;4761,390701;4322,565032;5046,881922;4975,417144;5776,188189;5949,238961;6377,549751;6067,897241;6160,410178;6497,066193;6010,381006;6469,671561;6234,003769;7131,927068;4080,348531;4852,897312;3264,279709;3918,973125;2607,597735;3956,074043;1657,661974;2750,627897;548,6224549;1740,381038;128,0099731;389,8000758;0;8990,850546;10237,21202;9537,92062;7640,571063;9123,850366;8956,56803;9083,955733;10022,29907;11725,42715;12445,44699;12657,47637;12480,05257;13365,93084;8933,245843;7183,252834;6563,671778;4408,289871;2806,813542
53;2018;;;10864,09833;9601,945509;10685,2126;10613,22119;10070,24045;9239,890796;7369,308698;6225,35711;7169,704303;7448,454857;8226,200229;8119,52191;9236,754376;8818,06618;9549,03936;9505,583332;10605,55401;10051,86007;9980,678476;10190,04397;10456,65176;10056,44328;9452,991983;10094,25565;9400,666134;10472,51682;6213,467626;6713,613609;4465,055875;6021,067768;4418,208654;6110,234006;3015,1655;4837,608673;1229,928027;2983,514664;211,0030741;876,6444711;0;20466,04384;21298,43379;19310,13125;13594,66581;14618,15916;16345,72214;18054,82056;19054,62269;20657,41408;20170,72245;20513,09504;19547,24763;19873,18295;12927,08124;10486,12364;10528,44266;7852,774173;5301,090236
54;2018;;;22200,96127;21131,90773;21657,01911;20742,36217;25219,6394;24945,18127;26398,47061;24580,17486;21872,74682;21257,8497;22376,31872;22736,04136;22563,20473;22238,70708;22544,44638;22913,58901;23391,98445;23686,18248;23443,29533;23504,40551;22098,3267;24536,29478;21279,08922;24161,6961;21699,07456;23501,88101;13494,85758;16041,25466;10217,46184;12932,00068;8211,633471;13228,58015;5144,151744;10240,83171;1844,372852;4966,574775;276,4132765;1098,997184;0;43332,869;42399,38128;50164,82067;50978,64547;43130,59652;45112,36008;44801,91181;45458,03539;47078,16693;46947,70084;46634,62148;45440,78532;45200,95557;29536,11224;23149,46252;21440,21362;15384,98345;8186,358088
